  分治：12 块 144 对，可行 40 对，整块淘汰掉 0 格
有向预计算：走向已定 0/143162 (0.0%) | 无向判定率 0.0% -> 0.0% (0 -> 0 / 71581 边)
有向预计算：走向已定 0/143162 (0.0%) | 无向判定率 0.0% -> 0.0% (0 -> 0 / 71581 边)
全局阶段：固定 0 条边，起点候选 50288 / 50288 (100.0%)
adaptive PROPDEPTH=2 (fixed 0 / 71581 edges; 第一层存活率>=SURVDEEP%再升深层)
T1 sh7 cell=(20,0) PROBE0 nodes=52
T3[t=1650s] shard11 r0 #301 cell=(97,54) sc=49435 nodes=39070 r=0
DEATH sh10 liveend=0 estate=3354348 reach=2642073 dyn=148465 flow=0 geom=720940
PDEV sh10 try=0 kill=0 (0.0%) BJ try=44620 kill=34229 nodes=2097152
T2 sh9 cell=(233,174) PROBE0 nodes=3991
T2 sh18 cell=(78,169) PROBE0 nodes=3475
T2 sh9 cell=(36,175) PROBE0 nodes=1213
T2 sh18 cell=(210,169) PROBE0 nodes=2665
T2 sh24 cell=(106,67) PROBE0 nodes=16285
T2 sh12 cell=(90,139) PROBE0 nodes=7395
T3[t=1653s] shard20 r0 #319 cell=(45,62) sc=49740 nodes=3000001 r=-1
T2 sh9 cell=(246,175) PROBE0 nodes=3167
T2 sh12 cell=(236,139) PROBE0 nodes=1840
T3[t=1656s] shard11 r0 #302 cell=(188,55) sc=49265 nodes=13378 r=0
T3[t=1658s] shard11 r0 #303 cell=(238,55) sc=49572 nodes=1769 r=0
T2 sh12 cell=(233,140) PROBE0 nodes=8049
T2 sh6 cell=(222,83) PROBE0 nodes=23564
T2 sh0 cell=(207,60) PROBE0 nodes=17628
T3[t=1659s] shard13 r0 #311 cell=(19,74) sc=49300 nodes=29928 r=0
T2 sh21 cell=(258,77) PROBE0 nodes=1937
T2 sh12 cell=(92,141) PROBE0 nodes=2118
T3[t=1660s] shard11 r0 #304 cell=(216,57) sc=49862 nodes=11564 r=0
T2 sh12 cell=(238,141) PROBE0 nodes=1842
T3[t=1661s] shard8 r0 #295 cell=(104,45) sc=49485 nodes=58979 r=0
T3[t=1662s] shard8 r0 #296 cell=(113,46) sc=49079 nodes=3602 r=0
T3[t=1662s] shard8 r0 #297 cell=(105,48) sc=49716 nodes=809 r=0
T2 sh9 cell=(31,176) PROBE0 nodes=22595
T2 sh0 cell=(100,63) PROBE0 nodes=12478
T2 sh0 cell=(168,63) PROBE0 nodes=1567
T2 sh12 cell=(229,142) PROBE0 nodes=8197
T2 sh0 cell=(83,64) PROBE0 nodes=917
T2 sh12 cell=(138,143) PROBE0 nodes=1340
T2 sh0 cell=(232,65) PROBE0 nodes=1435
T3[t=1665s] shard5 r0 #314 cell=(94,45) sc=49149 nodes=73121 r=0
T2 sh18 cell=(6,171) PROBE0 nodes=26695
DEATH sh23 liveend=0 estate=1455751 reach=992046 dyn=165901 flow=0 geom=223107
PDEV sh23 try=0 kill=0 (0.0%) BJ try=19776 kill=8965 nodes=1048576
DEATH sh22 liveend=0 estate=4495280 reach=3618526 dyn=138288 flow=0 geom=1017150
PDEV sh22 try=0 kill=0 (0.0%) BJ try=59006 kill=49664 nodes=1048576
T2 sh15 cell=(123,80) PROBE0 nodes=10328
DEATH sh14 liveend=0 estate=2301850 reach=1732250 dyn=158286 flow=0 geom=446008
PDEV sh14 try=0 kill=0 (0.0%) BJ try=31091 kill=20326 nodes=1048576
T2 sh24 cell=(122,69) PROBE0 nodes=4294
T2 sh18 cell=(78,171) PROBE0 nodes=3467
T3[t=1669s] shard10 r0 #283 cell=(39,66) sc=49673 nodes=3000001 r=-1
T3[t=1669s] shard1 r0 #307 cell=(4,67) sc=49740 nodes=54717 r=0
T2 sh12 cell=(202,143) PROBE0 nodes=9409
T3[t=1671s] shard8 r0 #298 cell=(90,49) sc=49223 nodes=18619 r=0
T2 sh0 cell=(108,67) PROBE0 nodes=11222
T2 sh0 cell=(160,67) PROBE0 nodes=965
T2 sh12 cell=(203,144) PROBE0 nodes=8239
T3[t=1675s] shard8 r0 #299 cell=(227,50) sc=49047 nodes=8438 r=0
T3[t=1676s] shard5 r0 #315 cell=(103,46) sc=49497 nodes=19178 r=0
T2 sh9 cell=(48,179) PROBE0 nodes=15433
T2 sh12 cell=(259,144) PROBE0 nodes=2596
T2 sh18 cell=(218,171) PROBE0 nodes=10507
T2 sh9 cell=(89,180) PROBE0 nodes=1723
T2 sh12 cell=(204,145) PROBE0 nodes=3221
T3[t=1679s] shard8 r0 #300 cell=(240,51) sc=49268 nodes=10116 r=0
T3[t=1680s] shard1 r0 #308 cell=(232,67) sc=49025 nodes=20540 r=0
T3[t=1680s] shard13 r0 #312 cell=(12,75) sc=49794 nodes=50366 r=0
T3[t=1680s] shard20 r0 #320 cell=(204,63) sc=49133 nodes=78979 r=0
T3[t=1681s] shard1 r0 #309 cell=(134,69) sc=49422 nodes=1246 r=0
T3[t=1681s] shard5 r0 #316 cell=(219,46) sc=49313 nodes=11271 r=0
T2 sh12 cell=(250,147) PROBE0 nodes=5009
T2 sh12 cell=(253,148) PROBE0 nodes=2591
T2 sh9 cell=(217,180) PROBE0 nodes=6324
T3[t=1684s] shard11 r0 #305 cell=(17,58) sc=49650 nodes=50738 r=0
T2 sh24 cell=(258,69) PROBE0 nodes=784
T3[t=1685s] shard5 r0 #317 cell=(226,51) sc=49045 nodes=8527 r=0
T2 sh12 cell=(93,150) PROBE0 nodes=1721
T2 sh21 cell=(23,80) PROBE0 nodes=15250
T3[t=1686s] shard10 r0 #284 cell=(101,66) sc=49782 nodes=26258 r=0
T2 sh18 cell=(101,172) PROBE0 nodes=13545
T2 sh18 cell=(90,173) PROBE0 nodes=1716
T2 sh6 cell=(167,86) PROBE0 nodes=1502
T2 sh6 cell=(164,87) PROBE0 nodes=1029
T3[t=1688s] shard13 r0 #313 cell=(96,75) sc=49724 nodes=22308 r=0
T3[t=1688s] shard11 r0 #306 cell=(213,58) sc=49864 nodes=17920 r=0
T3[t=1688s] shard10 r0 #285 cell=(22,67) sc=49564 nodes=15428 r=0
T3[t=1688s] shard17 r0 #6 cell=(32,56) sc=49311 nodes=145745 r=0
T2 sh18 cell=(88,177) PROBE0 nodes=2853
T2 sh12 cell=(74,155) PROBE0 nodes=13359
DEATH sh23 liveend=0 estate=1616539 reach=1133308 dyn=165901 flow=0 geom=264602
PDEV sh23 try=0 kill=0 (0.0%) BJ try=21873 kill=11056 nodes=2097152
T3[t=1689s] shard11 r0 #307 cell=(117,60) sc=49522 nodes=3931 r=0
DEATH sh22 liveend=0 estate=4656743 reach=3756726 dyn=138288 flow=0 geom=1058228
PDEV sh22 try=0 kill=0 (0.0%) BJ try=61103 kill=51761 nodes=2097152
T3[t=1689s] shard8 r0 #301 cell=(191,52) sc=49341 nodes=39452 r=0
DEATH sh14 liveend=0 estate=2463259 reach=1869626 dyn=158286 flow=0 geom=486830
PDEV sh14 try=0 kill=0 (0.0%) BJ try=33188 kill=22413 nodes=2097152
T2 sh21 cell=(16,81) PROBE0 nodes=16934
T3[t=1689s] shard8 r0 #302 cell=(120,53) sc=49499 nodes=1233 r=0
T2 sh18 cell=(114,179) PROBE0 nodes=3671
T3[t=1690s] shard13 r0 #314 cell=(29,76) sc=49300 nodes=14997 r=0
T3[t=1690s] shard7 r0 #286 cell=(27,64) sc=49348 nodes=220413 r=0
T3[t=1690s] shard7 r0 #287 cell=(97,64) sc=49753 nodes=917 r=0
T2 sh12 cell=(102,157) PROBE0 nodes=5086
T3[t=1691s] shard7 r0 #288 cell=(12,65) sc=49746 nodes=1771 r=0
T2 sh18 cell=(113,180) PROBE0 nodes=3920
T2 sh3 cell=(207,68) PROBE0 nodes=17643
T3[t=1691s] shard2 r0 #305 cell=(17,64) sc=49752 nodes=199244 r=0
T2 sh12 cell=(247,158) PROBE0 nodes=4818
T3[t=1692s] shard2 r0 #306 cell=(149,64) sc=49753 nodes=1709 r=0
T2 sh3 cell=(138,69) PROBE0 nodes=1747
T2 sh18 cell=(90,181) PROBE0 nodes=1725
T3[t=1692s] shard13 r0 #315 cell=(97,76) sc=49722 nodes=10342 r=0
T2 sh6 cell=(172,91) PROBE0 nodes=755
T2 sh6 cell=(255,94) PROBE0 nodes=673
T2 sh12 cell=(66,159) PROBE0 nodes=6783
T2 sh6 cell=(127,98) PROBE0 nodes=1737
T3[t=1693s] shard2 r0 #307 cell=(219,64) sc=49358 nodes=10065 r=0
T2 sh12 cell=(85,160) PROBE0 nodes=1714
T3[t=1694s] shard17 r0 #7 cell=(216,56) sc=49061 nodes=44158 r=0
T2 sh18 cell=(170,181) PROBE0 nodes=14644
T3[t=1695s] shard13 r0 #316 cell=(18,77) sc=49299 nodes=14972 r=0
T3[t=1695s] shard7 r0 #289 cell=(242,65) sc=49053 nodes=24101 r=0
T3[t=1695s] shard2 r0 #308 cell=(236,65) sc=49023 nodes=12833 r=0
T3[t=1696s] shard2 r0 #309 cell=(58,67) sc=49517 nodes=758 r=0
T2 sh9 cell=(13,184) PROBE0 nodes=3669
T2 sh18 cell=(33,182) PROBE0 nodes=3401
T2 sh24 cell=(103,72) PROBE0 nodes=10324
T2 sh18 cell=(97,182) PROBE0 nodes=1808
T2 sh15 cell=(18,83) PROBE0 nodes=30524
T2 sh24 cell=(159,72) PROBE0 nodes=720
T3[t=1697s] shard23 r0 #9 cell=(43,67) sc=49256 nodes=3000001 r=-1
T3[t=1697s] shard22 r0 #329 cell=(43,70) sc=49645 nodes=3000001 r=-1
T2 sh18 cell=(89,184) PROBE0 nodes=1749
T3[t=1698s] shard14 r0 #331 cell=(44,69) sc=49639 nodes=3000001 r=-1
T3[t=1698s] shard2 r0 #310 cell=(110,67) sc=49483 nodes=10040 r=0
T2 sh21 cell=(8,87) PROBE0 nodes=16349
T2 sh21 cell=(78,87) PROBE0 nodes=738
T2 sh3 cell=(65,70) PROBE0 nodes=798
T2 sh18 cell=(160,185) PROBE0 nodes=4342
T3[t=1699s] shard13 r0 #317 cell=(112,77) sc=49089 nodes=21039 r=0
T2 sh6 cell=(225,100) PROBE0 nodes=6441
DEATH sh10 liveend=0 estate=3659289 reach=2900953 dyn=150247 flow=0 geom=797024
PDEV sh10 try=0 kill=0 (0.0%) BJ try=48605 kill=38096 nodes=1048576
T2 sh6 cell=(270,107) PROBE0 nodes=970
T2 sh3 cell=(107,70) PROBE0 nodes=5199
T2 sh9 cell=(165,184) PROBE0 nodes=23366
T2 sh9 cell=(263,184) PROBE0 nodes=3305
T3[t=1703s] shard8 r0 #303 cell=(193,54) sc=49081 nodes=83561 r=0
T3[t=1703s] shard14 r0 #332 cell=(102,69) sc=49731 nodes=19711 r=0
T2 sh12 cell=(79,162) PROBE0 nodes=1703
T3[t=1703s] shard22 r0 #330 cell=(199,70) sc=49074 nodes=37813 r=0
T2 sh9 cell=(60,185) PROBE0 nodes=2121
T2 sh12 cell=(259,164) PROBE0 nodes=2612
T3[t=1704s] shard23 r0 #10 cell=(16,68) sc=49764 nodes=33256 r=0
T2 sh15 cell=(108,83) PROBE0 nodes=31867
T2 sh12 cell=(128,165) PROBE0 nodes=1427
T3[t=1704s] shard8 r0 #304 cell=(251,54) sc=49587 nodes=10285 r=0
DEATH sh20 liveend=0 estate=4061764 reach=3247833 dyn=145829 flow=0 geom=899954
PDEV sh20 try=0 kill=0 (0.0%) BJ try=53849 kill=43780 nodes=1048576
T2 sh6 cell=(39,110) PROBE0 nodes=14708
T2 sh15 cell=(128,87) PROBE0 nodes=3977
T2 sh21 cell=(204,87) PROBE0 nodes=26479
T2 sh12 cell=(254,165) PROBE0 nodes=5117
T2 sh6 cell=(215,110) PROBE0 nodes=1953
T3[t=1706s] shard2 r0 #311 cell=(25,68) sc=49560 nodes=42521 r=0
T2 sh12 cell=(253,166) PROBE0 nodes=1578
T2 sh6 cell=(214,111) PROBE0 nodes=1950
T3[t=1706s] shard13 r0 #318 cell=(27,78) sc=49295 nodes=39900 r=0
T2 sh0 cell=(160,71) PROBE0 nodes=736
T2 sh6 cell=(97,112) PROBE0 nodes=2113
T2 sh21 cell=(223,88) PROBE0 nodes=8884
T2 sh6 cell=(261,116) PROBE0 nodes=871
T3[t=1706s] shard14 r0 #333 cell=(23,70) sc=49440 nodes=25856 r=0
T2 sh21 cell=(121,92) PROBE0 nodes=1709
T2 sh24 cell=(90,73) PROBE0 nodes=16180
T3[t=1706s] shard14 r0 #334 cell=(132,71) sc=49418 nodes=1165 r=0
T2 sh24 cell=(260,73) PROBE0 nodes=678
T2 sh6 cell=(103,120) PROBE0 nodes=1884
T2 sh3 cell=(112,71) PROBE0 nodes=2574
T2 sh3 cell=(172,71) PROBE0 nodes=1067
T2 sh0 cell=(208,71) PROBE0 nodes=8701
T2 sh18 cell=(90,187) PROBE0 nodes=5219
T2 sh6 cell=(140,121) PROBE0 nodes=3358
T2 sh24 cell=(258,75) PROBE0 nodes=2195
T2 sh24 cell=(170,79) PROBE0 nodes=753
T3[t=1708s] shard23 r0 #11 cell=(187,69) sc=49140 nodes=35020 r=0
T2 sh21 cell=(137,94) PROBE0 nodes=8155
T2 sh6 cell=(204,121) PROBE0 nodes=3715
T2 sh3 cell=(216,71) PROBE0 nodes=4713
T3[t=1708s] shard1 r0 #310 cell=(55,70) sc=49619 nodes=160566 r=0
T2 sh6 cell=(205,122) PROBE0 nodes=1603
T2 sh9 cell=(270,185) PROBE0 nodes=3309
T2 sh15 cell=(156,93) PROBE0 nodes=801
T2 sh0 cell=(109,72) PROBE0 nodes=5294
T2 sh9 cell=(73,186) PROBE0 nodes=678
T2 sh9 cell=(267,186) PROBE0 nodes=3321
T2 sh12 cell=(39,168) PROBE0 nodes=17644
DEATH sh10 liveend=0 estate=3820938 reach=3038469 dyn=150252 flow=0 geom=837962
PDEV sh10 try=0 kill=0 (0.0%) BJ try=50702 kill=40186 nodes=2097152
T2 sh9 cell=(201,188) PROBE0 nodes=1494
T2 sh21 cell=(223,94) PROBE0 nodes=8976
T2 sh9 cell=(184,189) PROBE0 nodes=834
T3[t=1710s] shard19 r0 #327 cell=(39,70) sc=49859 nodes=354004 r=0
T3[t=1711s] shard13 r0 #319 cell=(10,79) sc=49798 nodes=33406 r=0
T2 sh12 cell=(221,168) PROBE0 nodes=5513
T2 sh9 cell=(52,191) PROBE0 nodes=1764
T2 sh21 cell=(224,95) PROBE0 nodes=5378
T2 sh9 cell=(186,191) PROBE0 nodes=2175
T3[t=1711s] shard1 r0 #311 cell=(105,70) sc=49481 nodes=12738 r=0
T2 sh9 cell=(35,192) PROBE0 nodes=1205
T2 sh9 cell=(247,192) PROBE0 nodes=1657
T3[t=1713s] shard19 r0 #328 cell=(89,70) sc=49126 nodes=12385 r=0
T3[t=1713s] shard14 r0 #335 cell=(25,72) sc=49576 nodes=40727 r=0
T2 sh21 cell=(133,96) PROBE0 nodes=7807
T3[t=1713s] shard14 r0 #336 cell=(137,72) sc=49358 nodes=1143 r=0
T3[t=1713s] shard1 r0 #312 cell=(217,70) sc=49324 nodes=12249 r=0
T2 sh9 cell=(146,193) PROBE0 nodes=4502
T2 sh24 cell=(128,83) PROBE0 nodes=1000
DEATH sh20 liveend=0 estate=4223138 reach=3385327 dyn=145829 flow=0 geom=940802
PDEV sh20 try=0 kill=0 (0.0%) BJ try=55946 kill=45867 nodes=2097152
T2 sh15 cell=(18,97) PROBE0 nodes=799
T2 sh3 cell=(119,72) PROBE0 nodes=28697
DEATH sh22 liveend=0 estate=4961366 reach=4013004 dyn=139589 flow=0 geom=1133909
PDEV sh22 try=0 kill=0 (0.0%) BJ try=65081 kill=55630 nodes=1048576
T2 sh9 cell=(19,194) PROBE0 nodes=2900
T2 sh24 cell=(159,84) PROBE0 nodes=1952
T2 sh18 cell=(51,192) PROBE0 nodes=1768
T3[t=1715s] shard19 r0 #329 cell=(91,72) sc=49734 nodes=8635 r=0
T2 sh18 cell=(199,192) PROBE0 nodes=871
T2 sh6 cell=(134,125) PROBE0 nodes=734
T3[t=1715s] shard17 r0 #8 cell=(15,59) sc=49805 nodes=124299 r=0
T2 sh9 cell=(165,194) PROBE0 nodes=4271
T3[t=1716s] shard13 r0 #320 cell=(117,80) sc=49246 nodes=24403 r=0
T2 sh6 cell=(203,128) PROBE0 nodes=3207
T3[t=1716s] shard14 r0 #337 cell=(195,72) sc=49359 nodes=29440 r=0
T2 sh6 cell=(125,130) PROBE0 nodes=2619
T2 sh9 cell=(52,195) PROBE0 nodes=2441
T2 sh9 cell=(190,195) PROBE0 nodes=2039
T2 sh12 cell=(4,169) PROBE0 nodes=26668
T3[t=1717s] shard14 r0 #338 cell=(126,73) sc=49474 nodes=4224 r=0
T2 sh9 cell=(197,196) PROBE0 nodes=786
T2 sh18 cell=(55,194) PROBE0 nodes=4936
T2 sh6 cell=(104,135) PROBE0 nodes=3555
T2 sh18 cell=(265,194) PROBE0 nodes=1616
T2 sh15 cell=(21,98) PROBE0 nodes=15619
T2 sh9 cell=(196,197) PROBE0 nodes=2236
T2 sh18 cell=(206,195) PROBE0 nodes=720
T2 sh9 cell=(196,205) PROBE0 nodes=929
T2 sh18 cell=(216,197) PROBE0 nodes=661
T2 sh12 cell=(89,172) PROBE0 nodes=1727
T2 sh6 cell=(145,140) PROBE0 nodes=2908
T2 sh9 cell=(51,206) PROBE0 nodes=656
T3[t=1718s] shard19 r0 #330 cell=(203,72) sc=49093 nodes=25144 r=0
T2 sh12 cell=(251,172) PROBE0 nodes=728
T3[t=1719s] shard19 r0 #331 cell=(136,73) sc=49350 nodes=989 r=0
T2 sh9 cell=(251,206) PROBE0 nodes=1671
T3[t=1719s] shard1 r0 #313 cell=(16,73) sc=49298 nodes=31558 r=0
T3[t=1719s] shard13 r0 #321 cell=(208,81) sc=49036 nodes=29289 r=0
T2 sh12 cell=(72,173) PROBE0 nodes=849
T2 sh18 cell=(173,198) PROBE0 nodes=2088
T3[t=1719s] shard10 r0 #286 cell=(45,68) sc=49633 nodes=3000001 r=-1
T2 sh9 cell=(130,215) PROBE0 nodes=684
T3[t=1719s] shard1 r0 #314 cell=(266,75) sc=49841 nodes=768 r=0
T2 sh6 cell=(144,141) PROBE0 nodes=2854
T2 sh18 cell=(30,199) PROBE0 nodes=668
T2 sh9 cell=(188,223) PROBE0 nodes=1204
T2 sh18 cell=(179,200) PROBE0 nodes=1305
T2 sh15 cell=(207,98) PROBE0 nodes=8631
T3[t=1720s] shard14 r0 #339 cell=(21,74) sc=49301 nodes=14982 r=0
T2 sh9 cell=(164,229) PROBE0 nodes=2936
T2 sh9 cell=(139,232) PROBE0 nodes=790
T3[t=1720s] shard10 r0 #287 cell=(107,68) sc=49481 nodes=4943 r=0
T3[t=1721s] shard14 r0 #340 cell=(240,75) sc=49965 nodes=2467 r=0
T2 sh6 cell=(81,146) PROBE0 nodes=6725
T2 sh18 cell=(161,202) PROBE0 nodes=4794
T2 sh12 cell=(101,174) PROBE0 nodes=5105
T2 sh18 cell=(56,207) PROBE0 nodes=654
T3[t=1722s] shard1 r0 #315 cell=(183,76) sc=49156 nodes=20075 r=0
T2 sh9 cell=(254,233) PROBE0 nodes=7096
T2 sh9 cell=(71,234) PROBE0 nodes=782
T2 sh18 cell=(9,216) PROBE0 nodes=2300
DEATH sh23 liveend=0 estate=1922484 reach=1397087 dyn=168490 flow=0 geom=340848
PDEV sh23 try=0 kill=0 (0.0%) BJ try=25912 kill=14893 nodes=1048576
T2 sh24 cell=(221,86) PROBE0 nodes=4152
T3[t=1724s] shard1 r0 #316 cell=(257,76) sc=49765 nodes=2023 r=0
T2 sh6 cell=(78,147) PROBE0 nodes=6905
T2 sh18 cell=(247,216) PROBE0 nodes=4289
T2 sh21 cell=(140,97) PROBE0 nodes=12603
T3[t=1724s] shard1 r0 #317 cell=(259,78) sc=49777 nodes=1211 r=0
T3[t=1724s] shard20 r0 #321 cell=(45,64) sc=49738 nodes=3000001 r=-1
T3[t=1725s] shard19 r0 #332 cell=(115,76) sc=49089 nodes=21037 r=0
T2 sh18 cell=(141,220) PROBE0 nodes=825
T2 sh6 cell=(150,147) PROBE0 nodes=1635
T2 sh9 cell=(244,237) PROBE0 nodes=4328
T3[t=1725s] shard1 r0 #318 cell=(254,79) sc=49761 nodes=1035 r=0
T2 sh6 cell=(239,148) PROBE0 nodes=1268
T2 sh18 cell=(75,224) PROBE0 nodes=1032
T3[t=1725s] shard1 r0 #319 cell=(238,81) sc=49450 nodes=1819 r=0
T2 sh9 cell=(3,240) PROBE0 nodes=2219
T3[t=1726s] shard10 r0 #288 cell=(98,69) sc=49755 nodes=15421 r=0
T3[t=1726s] shard13 r0 #322 cell=(16,83) sc=49280 nodes=29863 r=0
T2 sh9 cell=(139,240) PROBE0 nodes=793
T2 sh18 cell=(228,227) PROBE0 nodes=1528
T2 sh12 cell=(42,175) PROBE0 nodes=5611
T3[t=1726s] shard19 r0 #333 cell=(126,77) sc=49036 nodes=4725 r=0
T2 sh18 cell=(137,228) PROBE0 nodes=837
T2 sh9 cell=(154,241) PROBE0 nodes=984
T2 sh6 cell=(92,149) PROBE0 nodes=1903
T2 sh18 cell=(122,229) PROBE0 nodes=884
T3[t=1727s] shard1 r0 #320 cell=(119,82) sc=49250 nodes=3451 r=0
T2 sh6 cell=(150,149) PROBE0 nodes=883
T2 sh18 cell=(250,229) PROBE0 nodes=1132
DEATH sh22 liveend=0 estate=5123001 reach=4150498 dyn=139601 flow=0 geom=1174840
PDEV sh22 try=0 kill=0 (0.0%) BJ try=67178 kill=57721 nodes=2097152
T2 sh18 cell=(74,231) PROBE0 nodes=793
T2 sh18 cell=(149,232) PROBE0 nodes=1256
T2 sh18 cell=(74,233) PROBE0 nodes=1423
T3[t=1729s] shard10 r0 #289 cell=(117,70) sc=49130 nodes=10066 r=0
T2 sh18 cell=(150,233) PROBE0 nodes=1370
T3[t=1729s] shard13 r0 #323 cell=(100,83) sc=49349 nodes=8341 r=0
T3[t=1729s] shard13 r0 #324 cell=(164,85) sc=49773 nodes=687 r=0
T3[t=1729s] shard10 r0 #290 cell=(124,71) sc=49460 nodes=2089 r=0
T2 sh18 cell=(1,236) PROBE0 nodes=1633
T3[t=1730s] shard13 r0 #325 cell=(124,87) sc=49228 nodes=1244 r=0
T2 sh9 cell=(270,241) PROBE0 nodes=12119
T2 sh6 cell=(221,150) PROBE0 nodes=9507
T3[t=1730s] shard19 r0 #334 cell=(192,77) sc=49045 nodes=19988 r=0
T3[t=1730s] shard13 r0 #326 cell=(121,94) sc=49140 nodes=1484 r=0
T2 sh9 cell=(135,242) PROBE0 nodes=1629
T2 sh12 cell=(107,178) PROBE0 nodes=11780
T2 sh6 cell=(263,152) PROBE0 nodes=2621
T2 sh18 cell=(4,237) PROBE0 nodes=3201
T3[t=1731s] shard13 r0 #327 cell=(126,95) sc=49142 nodes=3545 r=0
T3[t=1731s] shard13 r0 #328 cell=(239,96) sc=49848 nodes=777 r=0
T2 sh18 cell=(137,238) PROBE0 nodes=654
T2 sh21 cell=(206,97) PROBE0 nodes=22076
T2 sh6 cell=(232,153) PROBE0 nodes=2433
T2 sh15 cell=(33,100) PROBE0 nodes=8055
T2 sh18 cell=(227,238) PROBE0 nodes=2294
T3[t=1732s] shard17 r0 #9 cell=(186,60) sc=49372 nodes=95053 r=0
T2 sh6 cell=(192,155) PROBE0 nodes=2307
T3[t=1733s] shard13 r0 #329 cell=(126,101) sc=49160 nodes=4641 r=0
T2 sh9 cell=(255,242) PROBE0 nodes=9817
DEATH sh8 liveend=0 estate=4501159 reach=3655655 dyn=143662 flow=0 geom=1023658
PDEV sh8 try=0 kill=0 (0.0%) BJ try=59452 kill=49745 nodes=1048576
T3[t=1733s] shard13 r0 #330 cell=(115,102) sc=49154 nodes=1557 r=0
T2 sh9 cell=(222,243) PROBE0 nodes=725
T2 sh24 cell=(14,87) PROBE0 nodes=30524
T2 sh9 cell=(217,244) PROBE0 nodes=1050
T3[t=1734s] shard11 r0 #308 cell=(24,61) sc=49475 nodes=248269 r=0
T2 sh6 cell=(262,155) PROBE0 nodes=5098
T3[t=1734s] shard1 r0 #321 cell=(179,82) sc=49860 nodes=41020 r=0
T3[t=1734s] shard11 r0 #309 cell=(84,61) sc=49600 nodes=1411 r=0
T2 sh18 cell=(150,239) PROBE0 nodes=4931
T2 sh9 cell=(268,245) PROBE0 nodes=2322
T2 sh12 cell=(97,180) PROBE0 nodes=13772
T3[t=1734s] shard2 r0 #312 cell=(54,71) sc=49619 nodes=160279 r=0
T2 sh18 cell=(234,239) PROBE0 nodes=3000
T2 sh9 cell=(153,252) PROBE0 nodes=1649
T2 sh3 cell=(106,73) PROBE0 nodes=31048
T2 sh3 cell=(263,74) PROBE0 nodes=757
T2 sh12 cell=(237,180) PROBE0 nodes=3359
T3[t=1735s] shard1 r0 #322 cell=(206,85) sc=49110 nodes=12644 r=0
T2 sh18 cell=(172,241) PROBE0 nodes=5348
T3[t=1736s] shard5 r0 #318 cell=(37,52) sc=49279 nodes=286950 r=0
T2 sh9 cell=(178,255) PROBE0 nodes=5365
T3[t=1736s] shard5 r0 #319 cell=(253,52) sc=49992 nodes=671 r=0
T2 sh12 cell=(72,181) PROBE0 nodes=1484
DEATH sh23 liveend=0 estate=2083184 reach=1538364 dyn=168495 flow=0 geom=382315
PDEV sh23 try=0 kill=0 (0.0%) BJ try=28009 kill=16981 nodes=2097152
T2 sh18 cell=(151,242) PROBE0 nodes=2491
T3[t=1737s] shard19 r0 #335 cell=(113,78) sc=49168 nodes=31427 r=0
T2 sh12 cell=(241,182) PROBE0 nodes=3741
T2 sh9 cell=(174,257) PROBE0 nodes=5373
T2 sh18 cell=(0,243) PROBE0 nodes=1596
T3[t=1737s] shard13 r0 #331 cell=(37,106) sc=49211 nodes=23464 r=0
T2 sh18 cell=(121,244) PROBE0 nodes=1044
T3[t=1738s] shard13 r0 #332 cell=(224,107) sc=49017 nodes=1804 r=0
T3[t=1738s] shard11 r0 #310 cell=(213,62) sc=49029 nodes=24393 r=0
T3[t=1738s] shard22 r0 #331 cell=(42,71) sc=49645 nodes=3000001 r=-1
T3[t=1738s] shard13 r0 #333 cell=(126,115) sc=49965 nodes=817 r=0
T3[t=1739s] shard13 r0 #334 cell=(141,118) sc=50023 nodes=843 r=0
T2 sh12 cell=(34,183) PROBE0 nodes=2383
T3[t=1739s] shard5 r0 #320 cell=(189,54) sc=49309 nodes=13386 r=0
T2 sh3 cell=(208,75) PROBE0 nodes=12842
T2 sh9 cell=(3,262) PROBE0 nodes=6315
T2 sh12 cell=(72,185) PROBE0 nodes=678
T3[t=1739s] shard5 r0 #321 cell=(243,54) sc=49553 nodes=2073 r=0
T3[t=1739s] shard1 r0 #323 cell=(203,90) sc=49461 nodes=29732 r=0
T2 sh18 cell=(175,244) PROBE0 nodes=5826
T3[t=1741s] shard2 r0 #313 cell=(106,71) sc=49481 nodes=18574 r=0
T2 sh24 cell=(152,91) PROBE0 nodes=847
T2 sh9 cell=(174,263) PROBE0 nodes=5387
T2 sh18 cell=(144,245) PROBE0 nodes=3305
T3[t=1741s] shard5 r0 #322 cell=(124,55) sc=49611 nodes=5103 r=0
DEATH sh20 liveend=0 estate=4523053 reach=3640294 dyn=146265 flow=0 geom=1016398
PDEV sh20 try=0 kill=0 (0.0%) BJ try=59849 kill=49729 nodes=1048576
T2 sh18 cell=(216,245) PROBE0 nodes=994
T2 sh24 cell=(118,93) PROBE0 nodes=1693
T2 sh9 cell=(12,265) PROBE0 nodes=1738
T2 sh24 cell=(170,95) PROBE0 nodes=763
T3[t=1742s] shard13 r0 #335 cell=(15,122) sc=49055 nodes=12431 r=0
T3[t=1742s] shard17 r0 #10 cell=(240,60) sc=49344 nodes=53224 r=0
T2 sh18 cell=(125,246) PROBE0 nodes=1896
